Index Number,Cycle Number,Experiment Number,MS Level,Total Ion Current,Scan Start Time (min),Selected Ion m/z
197,70,2,2,24538.9811181638,2.395766666667,128.106619634733
198,70,3,2,34932.3289666811,2.412816666667,170.153777870157
199,71,1,1,446963.0927081,2.414816666667,
200,71,2,2,11557.4688374252,2.43225,250.999916382648
201,71,3,2,43537.7040945467,2.449283333333,256.156148707172
202,72,1,1,581470.2204827,2.4513,
203,72,2,2,84506.4819235625,2.468733333333,279.09339620782
204,72,3,2,44960.55929003,2.485783333333,331.002105422664
205,73,1,1,454295.5067834,2.487783333333,
206,73,2,2,26228.4439892125,2.505233333333,142.12253141932
207,73,3,2,5866.92357749226,2.522283333333,252.996785019849
208,74,1,1,424808.8672482,2.524283333333,
209,74,2,2,34606.6425810279,2.541733333333,170.153575081917
210,74,3,2,9346.47221504551,2.558766666667,250.999918907051
211,75,1,1,405194.7081087,2.560783333333,
212,75,2,2,69430.4724440568,2.578233333333,279.093289678358
213,75,3,2,11776.9490956255,2.595266666667,366.248137481493
214,76,1,1,378043.5182411,2.597283333333,
215,76,2,2,26422.3771143702,2.614733333333,128.106802880473
216,76,3,2,26865.0550875126,2.631766666667,142.1226627917
217,77,1,1,372002.9365879,2.6338,
218,77,2,2,35589.821857735,2.65125,170.153898167158
219,77,3,2,76156.9706503438,2.668283333333,350.130056016219
220,78,1,1,390434.4475238,2.6703,
221,78,2,2,51630.9509995559,2.687733333333,279.093254822258
222,78,3,2,18232.7120936199,2.704766666667,285.289554248733
223,79,1,1,360231.9668816,2.706783333333,
224,79,2,2,26748.1378057153,2.7242,142.122521149789
225,79,3,2,36712.2222938301,2.74125,387.180320599862
226,80,1,1,375696.0208616,2.74325,
227,80,2,2,25573.7541053268,2.7607,128.10669546621
228,80,3,2,34675.5133022554,2.777733333333,170.153598804967
229,81,1,1,341957.7576295,2.77975,
230,81,2,2,44343.9098876712,2.797183333333,279.093479748571
231,81,3,2,18172.3442220578,2.814233333333,285.289938149613
232,82,1,1,363621.7438281,2.816233333333,
233,82,2,2,27805.6240802899,2.83365,142.122743298019
234,82,3,2,17441.4359321928,2.8507,295.088192009389
235,83,1,1,352198.20553,2.852716666667,
236,83,2,2,25317.1552758189,2.87015,128.106818733206
237,83,3,2,36166.3555745644,2.8872,170.153525836879
238,84,1,1,355280.9486419,2.889216666667,
239,84,2,2,39406.7414276566,2.906633333333,279.093301796422
240,84,3,2,17883.3776667802,2.923683333333,285.290089596914
241,85,1,1,338732.2592515,2.9257,
242,85,2,2,14987.5070059793,2.943116666667,136.021348606379
243,85,3,2,29642.2180574275,2.960166666667,142.122621290066
244,86,1,1,308805.0182565,2.962166666667,
245,86,2,2,24626.1196154178,2.9796,128.106598801722
246,86,3,2,35390.3987736307,2.996633333333,170.153916686494
247,87,1,1,339765.9434623,2.99865,
248,87,2,2,34267.3807548681,3.016083333333,279.093304053883
249,87,3,2,18453.5507738064,3.033133333333,285.289750774139
250,88,1,1,336690.0026006,3.035133333333,
251,88,2,2,29177.111219631,3.05255,142.122585513896
252,88,3,2,9037.93703474484,3.0696,313.053544341469
253,89,1,1,335738.3351394,3.071616666667,
254,89,2,2,25416.601747795,3.08905,128.106502738729
255,89,3,2,36835.064482206,3.1061,170.153977303055
256,90,1,1,357252.0786688,3.108116666667,
257,90,2,2,25286.2678944905,3.12555,256.156067046218
258,90,3,2,31172.0934292508,3.142583333333,279.093638141176
259,91,1,1,339017.1147393,3.1446,
260,91,2,2,29352.9622381083,3.162016666667,142.122773354329
261,91,3,2,17806.2236944755,3.179066666667,285.289736602892
262,92,1,1,351070.4334233,3.181083333333,
263,92,2,2,36628.2591863687,3.198516666667,170.154055372653
264,92,3,2,15220.0322215511,3.215566666667,273.205583659813
265,93,1,1,349888.0510834,3.217566666667,
266,93,2,2,26636.3938404817,3.234983333333,128.106798779803
267,93,3,2,29375.3399610182,3.252033333333,279.093115826489
268,94,1,1,350749.9506356,3.254033333333,
269,94,2,2,28606.1672190134,3.27145,142.122445953759
270,94,3,2,18195.6301127281,3.2885,285.289510562524
271,95,1,1,343970.3140007,3.290516666667,
272,95,2,2,37032.9295754568,3.307933333333,170.153859650086
273,95,3,2,15253.4242387833,3.324983333333,273.205541054127
274,96,1,1,368455.4922108,3.327,
275,96,2,2,25294.5563808812,3.34445,128.106631974372
276,96,3,2,27595.9556400808,3.361483333333,279.092521067058
277,97,1,1,337853.111435,3.3635,
278,97,2,2,30080.9365075939,3.380916666667,142.122603028947
279,97,3,2,18198.2450778677,3.39795,285.289621376081
280,98,1,1,359445.4500186,3.399983333333,
281,98,2,2,36509.030482842,3.417433333333,170.153866924025
282,98,3,2,14886.9525936736,3.434466666667,273.205309138255
283,99,1,1,335782.6988073,3.436483333333,
284,99,2,2,25678.4280248199,3.4539,128.106413829417
285,99,3,2,25736.4268588929,3.47095,279.093350841951
286,100,1,1,325260.6511825,3.47295,
287,100,2,2,28263.2870223833,3.490366666667,142.122216839551
288,100,3,2,18404.0498350843,3.507416666667,285.28942541503
289,101,1,1,328840.1881037,3.509433333333,
290,101,2,2,36879.2811572618,3.526866666667,170.153623199009
291,101,3,2,15216.1227722091,3.5439,273.205839748938
292,102,1,1,357516.360298,3.545916666667,
293,102,2,2,26315.2848142938,3.563333333333,128.106921212128
294,102,3,2,23735.4433952091,3.580383333333,279.093335023013
295,103,1,1,344733.2258344,3.5824,
296,103,2,2,29327.9341731705,3.599816666667,142.122438207841
297,103,3,2,18409.5362884109,3.61685,285.289550430933
298,104,1,1,329623.5310991,3.618866666667,
